Datasheet,Image,DK Part #,Mfr Part #,Mfr,Supplier,Description,Stock,Price,@ qty,Min Qty, Package,Series,Product Status,"Type","Function","Motor Type","Voltage - Rated","RPM","Torque - Rated (oz-in / mNm)","Power - Rated","Encoder Type","Size / Dimension","Diameter - Shaft","Length - Shaft and Bearing","Mounting Hole Spacing","Termination Style","Features","Gear Reduction Ratio","Torque - Max Momentary (oz-in / mNm)","Operating Temperature","URL"
"https://www.vybronics.com/wp-content/uploads/datasheet-files/Vybronics-VJP10-35C270M3-datasheet.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/7133/MFG_VJP10-35C270M3.jpg","1670-VJP10-35C270M3-ND","VJP10-35C270M3","Vybronics Inc","Vybronics, Inc","VIBRATION MOTOR 16K RPM 2.6G","696","5.53","0","1","Tray","VJP10","Active","DC Motor","Vibration, ERM (Haptic)","Brushed","3 ~ 6VDC","16000 RPM","3.68 / 26","-","-","Round - 0.394"" Dia (10.00mm)","0.039"" (1.00mm)","0.177"" (4.50mm)","0.287"" (7.30mm)","Quick Connect","-","-","-","-20°C ~ 70°C","https://www.digikey.com/en/products/detail/vybronics-inc/VJP10-35C270M3/25655654"
"https://puiaudio.com/file/specs-HD-EM0602-LW15-R.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/5058/MFG_HD-EM0602-LW15-R.jpg","668-HD-EM0602-LW15-R-ND","HD-EM0602-LW15-R","PUI Audio, Inc.","PUI Audio, Inc.","BRUSHLESS HD MOTOR 3VDC 15000RPM","222","6.04","0","1","Tray","Haptics","Active","DC Motor","Vibration, ERM (Haptic)","-","3VDC","15000 RPM","-","-","-","Round - 0.236"" Dia (6.00mm)","-","-","-","Wire Leads","-","-","-","-20°C ~ 60°C","https://www.digikey.com/en/products/detail/pui-audio-inc/HD-EM0602-LW15-R/18686987"
"https://www.vybronics.com/linear-lra-vibration-motors/v-lv281813-65h","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/7151/MFG_VLV281813-65H.jpg","1670-VLV281813-65H-ND","VLV281813-65H","Vybronics Inc","Vybronics, Inc","VIBRATION LRA MTR 65 HZ 4.8G","252","6.39","0","1","Tray","-","Active","AC Motor","Vibration, LRA (Haptic)","-","2VAC","-","-","-","-","Rectangular - 1.102"" x 0.709"" (28.00mm x 18.00mm)","-","-","-","Solder Tab","-","-","-","-30°C ~ 70°C","https://www.digikey.com/en/products/detail/vybronics-inc/VLV281813-65H/26813189"
"https://www.vybronics.com/erm-cylindrical-vibration-motors/strong/v-jq24-35k270b","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/5377/MFG_VJQ24-35K270B.jpg","1670-VJQ24-35K270B-ND","VJQ24-35K270B","Vybronics Inc","Vybronics, Inc","VIBRATION ERM MTR 3400 RPM 8.4G","3,877","6.64","0","1","Tray","ZJQ","Active","DC Motor","Vibration, ERM (Haptic)","-","5VDC","4250 RPM","-","-","-","Round - 0.961"" Dia (24.40mm)","0.079"" (2.00mm)","0.472"" (12.00mm)","-","Wire Leads","-","-","-","-10°C ~ 60°C","https://www.digikey.com/en/products/detail/vybronics-inc/VJQ24-35K270B/7732324"
"https://www.vybronics.com/erm-cylindrical-vibration-motors/strong/v-jq24-35f580c","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/899/MFG_ZJQ24-35F580C.jpg","1670-VJQ24-35F580C-ND","VJQ24-35F580C","Vybronics Inc","Vybronics, Inc","VIBRATION ERM MTR 2550 RPM 3.3G","661","6.67","0","1","Tray","ZJQ","Active","DC Motor","Vibration, ERM (Haptic)","-","5VDC","2550 RPM","-","-","-","Round - 0.961"" Dia (24.40mm)","-","0.472"" (12.00mm)","-","Wire Leads","-","-","-","-10°C ~ 60°C","https://www.digikey.com/en/products/detail/vybronics-inc/VJQ24-35F580C/6009931"
"https://www.vybronics.com/wp-content/uploads/datasheet-files/Vybronics-VG2080001-175H-datasheet.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/6347/MFG_VG2080001-175H.jpg","1670-VG2080001-175H-ND","VG2080001-175H","Vybronics Inc","Vybronics, Inc","VIBRATION LRA MOTOR 175HZ 3.2G","389","6.91","0","1","Tray","VG","Active","DC Motor","Vibration, LRA (Haptic)","-","1.8VAC","-","4.4 / 31.381","-","-","Round - 0.787"" Dia (20.00mm)","-","-","-","Solder Tab","-","-","-","-40°C ~ 85°C","https://www.digikey.com/en/products/detail/vybronics-inc/VG2080001-175H/24629408"
"https://puiaudio.com/file/specs-HD-LA1307-SM.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/5773/MFG_HD-LA1307-SM.jpg","668-HD-LA1307-SMTR-ND,668-HD-LA1307-SMCT-ND,668-HD-LA1307-SMDKR-ND","HD-LA1307-SM","PUI Audio, Inc.","PUI Audio, Inc.","SURFACE MOUNT HAPTIC 13MM 154HZ","139","7.71","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","Haptics","Active","AC Motor","Vibration, LRA (Haptic)","-","1VAC","-","-","-","-","Square - 0.512"" x 0.512"" (13.00mm x 13.00mm)","-","-","-","Solder Pad","-","-","-","-20°C ~ 65°C","https://www.digikey.com/en/products/detail/pui-audio-inc/HD-LA1307-SM/22116417"
"https://www.vybronics.com/coin-vibration-motors/lra/v-g2080001h","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/5358/MFG_VG2080001H.jpg","1670-VG2080001H-ND","VG2080001H","Vybronics Inc","Vybronics, Inc","VIBRATION LRA MOTOR 130HZ 1.8G","1,502","7.73","0","1","Tray","VG","Active","AC Motor","Vibration, LRA (Haptic)","-","1.8VAC","-","2.5 / 17.7","-","-","Round - 0.787"" Dia (20.00mm)","-","-","-","Solder Tab","-","-","-","-40°C ~ 85°C","https://www.digikey.com/en/products/detail/vybronics-inc/VG2080001H/19203009"
"https://www.vybronics.com/wp-content/uploads/datasheet-files/Vybronics-VG2230001H-datasheet.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/3842/MFG_VG2230001H.jpg","1670-VG2230001H-ND","VG2230001H","Vybronics Inc","Vybronics, Inc","VIBRATION VOICE COIL 70HZ 3.5G","194","7.83","0","1","Tray","-","Active","AC Motor","Vibration, LRA (Haptic)","-","2VAC","-","-","-","-","Round - 0.866"" Dia (22.00mm)","-","-","-","-","-","-","-","-30°C ~ 70°C","https://www.digikey.com/en/products/detail/vybronics-inc/VG2230001H/16719289"
"https://tech.alpsalpine.com/cms.media/product_spec_aft14a903a_ja_en_zh_hans_eb8d1ebc58.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/5049/MFG_AFT14A903A.jpg","4809-AFT14A903A-ND","AFT14A903A","Alps Alpine","Alps Alpine","HAPTIC REACTOR 3V","584","18.2","0","1","Tray","AFT14","Active","DC Motor","Vibration, LRA (Haptic)","-","3V","-","-","-","-","-","-","-","-","-","-","-","-","-40°C ~ 85°C","https://www.digikey.com/en/products/detail/alps-alpine/AFT14A903A/18109118"
"https://puiaudio.com/file/specs-HD-VA2527.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4319/MFG_HD-VA2527.jpg","668-HD-VA2527-ND","HD-VA2527","PUI Audio, Inc.","PUI Audio, Inc.","HAPTIC DEVICE 1VAC 2.6GP-P","505","28.24","0","1","Tray","Haptics","Active","AC Motor","Vibration, LRA (Haptic)","-","1VDC","-","-","0.04W","-","Round - 0.984"" Dia (25.00mm)","-","-","-","Connector","-","-","-","0°C ~ 50°C","https://www.digikey.com/en/products/detail/pui-audio-inc/HD-VA2527/16677182"
"https://puiaudio.com/file/specs-HD-VA3222.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/5045/MFG_HD-VA3222.jpg","668-HD-VA3222-ND","HD-VA3222","PUI Audio, Inc.","PUI Audio, Inc.","HAPTIC DEVICE 1.5VAC 2.5GP-P","289","29.18","0","1","Tray","Haptics","Active","AC Motor","Vibration, LRA (Haptic)","-","1.5VAC","-","-","-","-","Rectangular - 1.260"" x 0.866"" (32.00mm x 22.00mm)","-","-","-","-","-","-","-","-40°C ~ 85°C","https://www.digikey.com/en/products/detail/pui-audio-inc/HD-VA3222/16677185"
"https://product.tdk.com/system/files/dam/doc/product/sw_piezo/haptic/powerhap/data_sheet/20/10/ds/1919h022v120.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/6663/MFG_B54104H1031A001.jpg","495-B54104H1031A001-ND","B54104H1031A001","TDK","TDK","POWERHAP 1919  WITH FPC CONNECTI","131","44.77","0","1","Bulk","PowerHap","Active","-","Vibration, Piezo (Haptic)","-","0 ~ 120V","-","-","-","-","Square - 0.760"" x 0.760"" (19.30mm x 19.30mm)","-","-","-","Solder Pad","-","-","-","-40°C ~ 85°C","https://www.digikey.com/en/products/detail/tdk/B54104H1031A001/26420291"
"https://product.tdk.com/info/en/catalog/datasheets/piezohapt_commercial_phu_en.pdf?ref_disty=digikey","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/2221/MFG_PHUA8060-35A-33-000.jpg","445-175258-ND","PHUA8060-35A-33-000","TDK","TDK","VIBRATION PIEZO MOTOR 24V HAPTIC","185","58.45","0","1","Box","PiezoHapt™","Active","DC Motor","Vibration, Piezo (Haptic)","-","24VDC","-","-","-","-","Rectangular - 3.150"" x 2.362"" (80.00mm x 60.00mm)","-","-","-","Solder Pad","-","-","-","-10°C ~ 60°C","https://www.digikey.com/en/products/detail/tdk/PHUA8060-35A-33-000/7928330"
"https://www.vybronics.com/erm-cylindrical-vibration-motors/through-hole/v-z6sc0a0060081","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/2653/MFG_Z6SC0A0060081.jpg","1670-VZ6SC0A0060081-ND","VZ6SC0A0060081","Vybronics Inc","Vybronics, Inc","VIBRATION ERM MTR 8.5K RPM 0.8G","1,112","1.84","0","1","Tray","Z6SC","Active","DC Motor","Vibration, ERM (Haptic)","-","1.3VDC","8500 RPM","-","-","-","Rectangular - 0.268"" x 0.260"" (6.80mm x 6.60mm)","-","0.161"" (4.10mm)","-","PC Pin","-","-","-","-30°C ~ 70°C","https://www.digikey.com/en/products/detail/vybronics-inc/VZ6SC0A0060081/12323583"
"https://www.vybronics.com/erm-cylindrical-vibration-motors/spring-contacts/v-z4th5b0191760l","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/972/Z4TH5B0191760L.jpg","1670-VZ4TH5B0191760L-ND","VZ4TH5B0191760L","Vybronics Inc","Vybronics, Inc","VIBRATION ERM MOTOR 14K RPM 0.8G","10,075","2.45","0","1","Bulk","Z4TH","Active","DC Motor","Vibration, ERM (Haptic)","-","3VDC","14000 RPM","-","-","-","Rectangular - 0.177"" x 0.173"" (4.50mm x 4.40mm)","-","0.118"" (3.00mm)","-","Pressure Contact","-","-","-","-30°C ~ 70°C","https://www.digikey.com/en/products/detail/vybronics-inc/VZ4TH5B0191760L/12323585"
"https://puiaudio.com/file/specs-HD-EMB1205-3-SC-R.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/3797/MFG_HD-EMB1205-3-SC-R.jpg","668-HD-EMB1205-3-SC-R-ND","HD-EMB1205-3-SC-R","PUI Audio, Inc.","PUI Audio, Inc.","HD MOTOR 3VDC 30OHM 900RPM","3,023","2.47","0","1","Tray","Haptics","Active","DC Motor","Vibration, ERM (Haptic)","-","3VDC","9000 RPM","-","-","-","Rectangular - 0.209"" x 0.201"" (5.30mm x 5.10mm)","-","0.118"" (3.00mm)","-","Pressure Contact","-","-","-","-20°C ~ 60°C","https://www.digikey.com/en/products/detail/pui-audio-inc/HD-EMB1205-3-SC-R/16522073"
"http://statics3.seeedstudio.com/assets/file/bazaar/product/vibmot.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/20/MFG_108100006.jpg","1597-1200-ND","108100006","Seeed Technology Co., Ltd","Seeed Technology Co., Ltd","VIBRATION ERM MTR 12000 RPM 3V","482","2.5","0","1","Bulk","-","Active","DC Motor","Vibration, ERM (Haptic)","-","3VDC","12000 RPM","-","-","-","-","-","0.146"" (3.70mm)","-","Wire Leads","-","-","-","-30°C ~ 70°C","https://www.digikey.com/en/products/detail/seeed-technology-co-ltd/108100006/5488027"
"https://puiaudio.com/file/specs-HD-EMB1104-LW15-R.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/3756/MFG_HD-EMB1104-LW15-R.jpg","668-HD-EMB1104-LW15-R-ND","HD-EMB1104-LW15-R","PUI Audio, Inc.","PUI Audio, Inc.","HD MOTOR 3VDC 30OHM 12000RPM","4,681","2.61","0","1","Tray","Haptics","Active","DC Motor","Vibration, ERM (Haptic)","-","3VDC","12000 RPM","-","-","-","Square - 0.173"" x 0.173"" (4.40mm x 4.40mm)","-","0.118"" (3.00mm)","-","Wire Leads","-","-","-","-20°C ~ 60°C","https://www.digikey.com/en/products/detail/pui-audio-inc/HD-EMB1104-LW15-R/16522086"
"https://puiaudio.com/file/specs-HD-EMB1205-LW30-R.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/3659/MFG_HD-EMB1205-LW30-R.jpg","668-HD-EMB1205-LW30-R-ND","HD-EMB1205-LW30-R","PUI Audio, Inc.","PUI Audio, Inc.","HD MOTOR 3VDC 30OHM 10000RPM","1,894","2.61","0","1","Tray","Haptics","Active","DC Motor","Vibration, ERM (Haptic)","-","3VDC","10000 RPM","-","-","-","Square - 0.197"" x 0.197"" (5.00mm x 5.00mm)","-","0.157"" (4.00mm)","-","Wire Leads","-","-","-","-20°C ~ 60°C","https://www.digikey.com/en/products/detail/pui-audio-inc/HD-EMB1205-LW30-R/16522085"
"https://puiaudio.com/file/specs-HD-EMB1005-LW25-R.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/3678/MFG_HD-EMB1005-LW25-R.jpg","668-HD-EMB1005-LW25-R-ND","HD-EMB1005-LW25-R","PUI Audio, Inc.","PUI Audio, Inc.","HD MOTOR 3VDC 43OHM 17000RPM","1,717","2.61","0","1","Tray","Haptics","Active","DC Motor","Vibration, ERM (Haptic)","-","3VDC","17000 RPM","-","-","-","Square - 0.181"" x 0.181"" (4.60mm x 4.60mm)","-","0.098"" (2.50mm)","-","Wire Leads","-","-","-","-20°C ~ 60°C","https://www.digikey.com/en/products/detail/pui-audio-inc/HD-EMB1005-LW25-R/16522088"
"https://puiaudio.com/file/specs-HD-EMB1205-2-LW30-R.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/3783/MFG_HD-EMB1205-2-LW30-R.jpg","668-HD-EMB1205-2-LW30-R-ND","HD-EMB1205-2-LW30-R","PUI Audio, Inc.","PUI Audio, Inc.","HD MOTOR 3VDC 30OHM 13000RPM","418","2.61","0","1","Tray","Haptics","Active","DC Motor","Vibration, ERM (Haptic)","-","3VDC","13000 RPM","-","-","-","Square - 0.197"" x 0.197"" (5.00mm x 5.00mm)","-","0.150"" (3.80mm)","-","Wire Leads","-","-","-","-20°C ~ 60°C","https://www.digikey.com/en/products/detail/pui-audio-inc/HD-EMB1205-2-LW30-R/16522084"
"https://www.vybronics.com/erm-cylindrical-vibration-motors/v-z30l4b8790008l","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/695/MFG_Z30L48790008L.jpg","1670-VZ30L4B8790008L-ND","VZ30L4B8790008L","Vybronics Inc","Vybronics, Inc","VIBRATION ERM MTR 14K RPM 0.5G","148","2.78","0","1","Tray","-","Active","DC Motor","Vibration, ERM (Haptic)","-","3VDC","14000 RPM","-","-","-","Rectangular - 0.161"" x 0.124"" (4.10mm x 3.15mm)","-","0.167"" (4.25mm)","-","Wire Leads","-","-","-","-30°C ~ 70°C","https://www.digikey.com/en/products/detail/vybronics-inc/VZ30L4B8790008L/9974273"
"https://puiaudio.com/file/specs-HD-EM1206-SC-R.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/3852/MFG_HD-EM1206-SC-R.jpg","668-HD-EM1206-SC-R-ND","HD-EM1206-SC-R","PUI Audio, Inc.","PUI Audio, Inc.","HD MOTOR 3VDC 30OHM 12000RPM","1,817","2.89","0","1","Tray","Haptics","Active","DC Motor","Vibration, ERM (Haptic)","-","3VDC","12000 RPM","-","-","-","Rectangular - 0.228"" x 0.201"" (5.80mm x 5.10mm)","-","0.118"" (3.00mm)","-","Pressure Contact","-","-","-","-20°C ~ 60°C","https://www.digikey.com/en/products/detail/pui-audio-inc/HD-EM1206-SC-R/16522078"
"https://puiaudio.com/file/specs-HD-EMC1002-LW20-R.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4506/MFG_HD-EMC1002-LW20-R.jpg","668-HD-EMC1002-LW20-R-ND","HD-EMC1002-LW20-R","PUI Audio, Inc.","PUI Audio, Inc.","HD MOTOR 3VDC 32OHM 12000RPM","983","2.89","0","1","Tray","Haptics","Active","DC Motor","Vibration, ERM (Haptic)","-","3VDC","12000 RPM","-","-","-","Round - 0.394"" Dia (10.00mm)","-","-","-","Wire Leads","-","-","-","-30°C ~ 70°C","https://www.digikey.com/en/products/detail/pui-audio-inc/HD-EMC1002-LW20-R/16522074"
"https://puiaudio.com/file/specs-HD-EM0802-LW15-R.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/3674/MFG_HD-EM0802-LW15-R.jpg","668-HD-EM0802-LW15-R-ND","HD-EM0802-LW15-R","PUI Audio, Inc.","PUI Audio, Inc.","HD MOTOR 3VDC 32OHM 12000RPM","925","2.89","0","1","Tray","Haptics","Active","DC Motor","Vibration, ERM (Haptic)","-","3VDC","12000 RPM","-","-","-","Round - 0.315"" Dia (8.00mm)","-","-","-","Wire Leads","-","-","-","-20°C ~ 60°C","https://www.digikey.com/en/products/detail/pui-audio-inc/HD-EM0802-LW15-R/16522087"
"https://puiaudio.com/file/specs-HD-EM0803-LW20-R.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/3593/MFG_HD-EM0803-LW20-R.jpg","668-HD-EM0803-LW20-R-ND","HD-EM0803-LW20-R","PUI Audio, Inc.","PUI Audio, Inc.","HD MOTOR 3VDC 38OHM 12000RPM","344","2.89","0","1","Tray","Haptics","Active","DC Motor","Vibration, ERM (Haptic)","-","3VDC","12000 RPM","-","-","-","Round - 0.315"" Dia (8.00mm)","-","-","-","Wire Leads","-","-","-","-20°C ~ 60°C","https://www.digikey.com/en/products/detail/pui-audio-inc/HD-EM0803-LW20-R/16522072"
"https://puiaudio.com/file/specs-HD-EMC1003-2-LW15-R.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4529/MFG_HD-EMC1003-2-LW15-R.jpg","668-HD-EMC1003-2-LW15-R-ND","HD-EMC1003-2-LW15-R","PUI Audio, Inc.","PUI Audio, Inc.","HD MOTOR 3VDC 28OHM 13000RPM","299","2.89","0","1","Tray","Haptics","Active","DC Motor","Vibration, ERM (Haptic)","-","3VDC","13000 RPM","-","-","-","Round - 0.394"" Dia (10.00mm)","-","-","-","Wire Leads","-","-","-","-30°C ~ 70°C","https://www.digikey.com/en/products/detail/pui-audio-inc/HD-EMC1003-2-LW15-R/16522090"
"https://www.vybronics.com/coin-vibration-motors/with-brushes/v-c0827b005f","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/694/MFG_C0827B005F.jpg","1670-VC0827B005F-ND","VC0827B005F","Vybronics Inc","Vybronics, Inc","VIBRATION ERM MTR 10K RPM 0.5G","707","2.94","0","1","Tray","-","Active","DC Motor","Vibration, ERM (Haptic)","-","3VDC","13500 RPM","-","-","-","Round - 0.317"" Dia (8.05mm)","-","-","-","Wire Leads","-","-","-","-20°C ~ 60°C","https://www.digikey.com/en/products/detail/vybronics-inc/VC0827B005F/9974294"
"https://puiaudio.com/file/specs-HD-EMB1604-LW26-R.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/3810/MFG_HD-EMB1604-LW26-R.jpg","668-HD-EMB1604-LW26-R-ND","HD-EMB1604-LW26-R","PUI Audio, Inc.","PUI Audio, Inc.","HD MOTOR 1.5VDC 14OHM 14000RPM","1,010","3.02","0","1","Tray","Haptics","Active","DC Motor","Vibration, ERM (Haptic)","-","1.5VDC","14000 RPM","-","-","-","Rectangular - 0.157"" x 0.126"" (4.00mm x 3.20mm)","-","0.232"" (5.90mm)","-","Wire Leads","-","-","-","-20°C ~ 60°C","https://www.digikey.com/en/products/detail/pui-audio-inc/HD-EMB1604-LW26-R/16522083"
"https://www.vybronics.com/wp-content/uploads/datasheet-files/Vybronics-VC1034B846F-Jinlong-C1034B846F-datasheet.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4314/MFG_VC1034B846F.jpg","1670-VC1034B846F-ND","VC1034B846F","Vybronics Inc","Vybronics, Inc","VIBRATION ERM MOTOR 9K RPM 1G","308","3.15","0","1","Tray","-","Active","DC Motor","Vibration, ERM (Haptic)","-","3VDC","9000 RPM","-","-","-","Round - 0.394"" Dia (10.00mm)","-","-","-","Wire Leads with Connector","-","-","-","-20°C ~ 60°C","https://www.digikey.com/en/products/detail/vybronics-inc/VC1034B846F/9356389"
"https://puiaudio.com/file/specs-HD-EMB1706-LW25-R.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/3769/MFG_HD-EMB1706-LW25-R.jpg","668-HD-EMB1706-LW25-R-ND","HD-EMB1706-LW25-R","PUI Audio, Inc.","PUI Audio, Inc.","HD MOTOR 3VDC 30OHM 900RPM","1,025","3.16","0","1","Tray","Haptics","Active","DC Motor","Vibration, ERM (Haptic)","-","3VDC","9000 RPM","-","-","-","Round - 0.236"" Dia (6.00mm)","-","0.205"" (5.20mm)","-","Wire Leads","-","-","-","-30°C ~ 70°C","https://www.digikey.com/en/products/detail/pui-audio-inc/HD-EMB1706-LW25-R/16522089"
"https://www.vybronics.com/coin-vibration-motors/with-brushes/v-c0625b002l","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/5792/MFG_VC0625B002L.jpg","1670-VC0625B002L-ND","VC0625B002L","Vybronics Inc","Vybronics, Inc","VIBRATION ERM MOTOR 10K RPM 0.2G","2,096","3.17","0","1","Tray","-","Active","DC Motor","Vibration, ERM (Haptic)","Brushed","2.5VDC","10000 RPM","0.003 / 0.022","-","-","Round - 0.236"" Dia (6.00mm)","-","-","-","Wire Leads","-","-","-","-30°C ~ 70°C","https://www.digikey.com/en/products/detail/vybronics-inc/VC0625B002L/21800222"
"https://puiaudio.com/file/specs-HD-EMB1806-LW32-R.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4160/MFG_HD-EMB1806-LW32-R.jpg","668-HD-EMB1806-LW32-R-ND","HD-EMB1806-LW32-R","PUI Audio, Inc.","PUI Audio, Inc.","HD MOTOR 1.5VDC 4OHM 9000RPM","2,874","3.25","0","1","Tray","Haptics","Active","DC Motor","Vibration, ERM (Haptic)","-","1.5VDC","9000 RPM","-","-","-","-","-","0.217"" (5.50mm)","-","Wire Leads","-","-","-","-30°C ~ 70°C","https://www.digikey.com/en/products/detail/pui-audio-inc/HD-EMB1806-LW32-R/16522077"
"https://www.vybronics.com/coin-vibration-motors/with-brushes/v-c0834b011f","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/863/MFG_C0834B011F.jpg","1670-VC0834B011F-ND","VC0834B011F","Vybronics Inc","Vybronics, Inc","VIBRATION ERM MOTOR 10K RPM 0.7G","433","3.31","0","1","Tray","-","Active","DC Motor","Vibration, ERM (Haptic)","-","3VDC","13500 RPM","-","-","-","Round - 0.315"" Dia (8.00mm)","-","-","-","Wire Leads","-","-","-","-20°C ~ 60°C","https://www.digikey.com/en/products/detail/vybronics-inc/VC0834B011F/6009908"
"https://puiaudio.com/file/specs-HD-EMB1305-SC.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/5028/MFG_HD-EMB1305-SC.jpg","668-HD-EMB1305-SC-ND","HD-EMB1305-SC","PUI Audio, Inc.","PUI Audio, Inc.","LOWCURRENT HD MOTOR 3VDC 13000RP","168","3.59","0","1","Tray","Haptics","Active","DC Motor","Vibration, ERM (Haptic)","-","3VDC","13000 RPM","-","-","-","Rectangular - 0.181"" x 0.193"" (4.60mm x 4.90mm)","-","0.157"" (4.00mm)","-","Pressure Contact","-","-","-","-30°C ~ 70°C","https://www.digikey.com/en/products/detail/pui-audio-inc/HD-EMB1305-SC/18686998"
"https://puiaudio.com/file/specs-HD-EM1204-LW20-R.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/3749/MFG_HD-EM1204-LW20-R.jpg","668-HD-EM1204-LW20-R-ND","HD-EM1204-LW20-R","PUI Audio, Inc.","PUI Audio, Inc.","HD MOTOR 3VDC 30OHM 13000RPM","1,203","3.65","0","1","Tray","Haptics","Active","DC Motor","Vibration, ERM (Haptic)","-","3VDC","13000 RPM","-","-","-","Square - 0.154"" x 0.154"" (3.90mm x 3.90mm)","-","0.169"" (4.30mm)","-","Wire Leads","-","-","-","-30°C ~ 70°C","https://www.digikey.com/en/products/detail/pui-audio-inc/HD-EM1204-LW20-R/16522082"
"https://puiaudio.com/file/specs-HD-EM1204-SC-R.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/3852/MFG_HD-EM1204-SC-R.jpg","668-HD-EM1204-SC-R-ND","HD-EM1204-SC-R","PUI Audio, Inc.","PUI Audio, Inc.","HD MOTOR 3VDC 30OHM 13000RPM","120","3.65","0","1","Tray","Haptics","Active","DC Motor","Vibration, ERM (Haptic)","-","3VDC","13000 RPM","-","-","-","Square - 0.150"" x 0.150"" (3.80mm x 3.80mm)","-","0.150"" (3.80mm)","-","Pressure Contact","-","-","-","-30°C ~ 70°C","https://www.digikey.com/en/products/detail/pui-audio-inc/HD-EM1204-SC-R/16522075"
"https://puiaudio.com/file/specs-HD-EMB1104-SM-3.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/5054/MFG_HD-EMB1104-SM-3.jpg","668-HD-EMB1104-SM-3TR-ND,668-HD-EMB1104-SM-3CT-ND,668-HD-EMB1104-SM-3DKR-ND","HD-EMB1104-SM-3","PUI Audio, Inc.","PUI Audio, Inc.","SMD HD MOTOR 3VDC 15000RPM","1,390","4.58","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","Haptics","Active","DC Motor","Vibration, ERM (Haptic)","-","2.7VDC","15000 RPM","-","-","-","Rectangular - 0.157"" x 0.118"" (4.00mm x 3.00mm)","-","0.146"" (3.70mm)","-","Solder Tab","-","-","-","-20°C ~ 70°C","https://www.digikey.com/en/products/detail/pui-audio-inc/HD-EMB1104-SM-3/18687009"
"https://puiaudio.com/file/specs-HD-EM0802-LW30-R.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/5064/MFG_HD-EM0802-LW30-R.jpg","668-HD-EM0802-LW30-R-ND","HD-EM0802-LW30-R","PUI Audio, Inc.","PUI Audio, Inc.","BRUSHLESS HD MOTOR 3VDC 12000RPM","261","4.89","0","1","Tray","Haptics","Active","DC Motor","Vibration, ERM (Haptic)","-","3VDC","13000 RPM","-","-","-","Round - 0.315"" Dia (8.00mm)","-","-","-","Wire Leads","-","-","-","-20°C ~ 60°C","https://www.digikey.com/en/products/detail/pui-audio-inc/HD-EM0802-LW30-R/18687006"
